Age,Gender,Job_Role,Working_Hours_Per_Day,Number_of_Projects,Sleep_Hours,Work_Life_Balance_Score,Stress_Level,Overtime_Hours,Years_of_Experience,Satisfaction_Level,Remote_or_Onsite,Burnout_Risk
23,Female,Designer,11.2,4,7.0,6.2,4.8,8.5,1.7,7.1,Onsite,High
55,Female,Operations Manager,7.9,2,8.2,10.0,1.0,0.0,12.8,9.6,Remote,Low
26,Male,Operations Manager,9.3,4,4.8,5.4,4.3,5.2,4.4,8.3,Onsite,High
40,Female,Customer Support,5.9,7,8.7,9.5,1.0,0.0,15.7,9.6,Onsite,Medium
21,Female,Sales Executive,9.6,4,8.8,9.1,1.9,1.7,0.0,10.0,Hybrid,Medium
26,Male,Software Engineer,6.5,3,6.4,9.9,1.0,0.0,2.9,9.6,Remote,Low
32,Female,Finance Analyst,9.5,4,4.9,9.6,4.0,4.4,7.0,10.0,Hybrid,Medium
37,Female,Sales Executive,4.0,3,8.5,7.6,1.0,0.0,7.2,8.9,Remote,Low
33,Male,Operations Manager,10.1,3,4.7,7.6,3.7,8.2,9.2,8.1,Remote,High
43,Female,Software Engineer,8.1,1,7.3,9.5,1.0,1.8,17.9,9.9,Onsite,Medium
27,Female,Finance Analyst,12.5,5,3.4,4.9,6.2,10.2,2.6,6.9,Onsite,High
38,Male,Sales Executive,9.4,4,5.8,8.7,2.9,2.7,14.7,6.6,Remote,Medium
27,Female,Marketing Executive,7.3,2,8.4,10.0,1.3,0.0,2.1,10.0,Remote,Low
23,Female,Product Manager,6.5,3,5.9,10.0,2.3,0.0,1.6,9.7,Hybrid,Medium
49,Female,Product Manager,5.9,3,8.1,10.0,1.0,0.0,10.6,8.9,Onsite,Medium
33,Male,HR Specialist,9.8,6,8.2,9.4,1.0,1.3,5.3,10.0,Onsite,Medium
39,Female,Sales Executive,4.6,6,7.5,10.0,1.0,0.0,4.6,10.0,Hybrid,Low
55,Male,Product Manager,5.5,8,9.5,7.4,2.5,0.0,24.7,9.4,Remote,Low
24,Female,Sales Executive,5.9,3,8.3,9.9,1.3,0.0,1.2,9.9,Hybrid,Low
28,Male,HR Specialist,7.8,3,7.6,9.7,1.0,3.7,4.0,9.9,Onsite,Low
25,Male,Product Manager,9.1,2,7.2,10.0,1.0,1.3,2.4,10.0,Onsite,Low
54,Male,Marketing Executive,7.6,2,7.6,10.0,1.0,0.0,18.4,9.5,Hybrid,Low
56,Male,Designer,8.5,4,8.3,10.0,1.0,0.0,13.0,10.0,Hybrid,Low
24,Female,Marketing Executive,11.7,3,3.9,5.9,5.9,9.3,0.8,6.7,Hybrid,High
39,Male,HR Specialist,10.2,2,7.2,9.5,1.6,2.4,11.9,10.0,Hybrid,Medium
32,Female,Data Analyst,6.9,1,6.6,7.9,1.9,0.4,3.8,8.7,Hybrid,Medium
40,Female,Sales Executive,7.6,2,7.6,10.0,1.0,0.0,16.4,10.0,Onsite,Low
37,Female,Designer,6.9,3,7.6,10.0,1.3,0.0,7.9,8.9,Onsite,Low
37,Female,Operations Manager,6.1,4,8.6,8.4,1.9,0.0,8.8,10.0,Hybrid,Medium
30,Male,Customer Support,6.7,1,8.3,7.9,1.0,0.0,7.5,9.7,Onsite,Medium
54,Female,HR Specialist,7.1,2,8.6,9.1,1.0,0.0,12.1,10.0,Onsite,Low
54,Male,Designer,6.7,3,7.3,10.0,1.8,0.0,14.4,10.0,Onsite,Low
43,Female,Designer,7.6,5,6.8,10.0,1.2,0.0,18.2,10.0,Hybrid,Low
58,Male,Data Analyst,8.8,2,8.7,6.4,1.0,0.8,25.7,9.2,Onsite,Medium
43,Female,Customer Support,6.6,4,7.8,10.0,1.0,0.0,9.8,10.0,Remote,Low
30,Female,Operations Manager,10.3,4,6.3,4.2,5.3,6.5,5.3,4.8,Onsite,High
40,Female,Customer Support,9.8,3,6.6,6.6,2.3,3.9,5.9,6.9,Onsite,Medium
50,Male,Finance Analyst,9.5,4,6.1,7.0,2.7,4.5,5.9,9.0,Remote,Medium
56,Female,Sales Executive,8.5,7,8.4,8.4,2.3,1.0,24.8,9.2,Remote,Low
37,Female,HR Specialist,7.8,3,8.0,9.8,1.0,0.0,9.3,10.0,Onsite,Low
43,Female,HR Specialist,10.5,3,7.0,9.2,1.4,5.1,19.3,10.0,Onsite,Medium
25,Male,Operations Manager,8.9,4,5.5,8.8,1.3,1.5,1.6,10.0,Hybrid,Medium
47,Female,Data Analyst,9.3,1,5.4,6.3,3.7,5.6,20.5,8.5,Remote,Medium
42,Male,Customer Support,8.7,5,6.4,6.8,4.0,4.2,6.5,8.8,Remote,Medium
28,Male,Designer,9.0,4,6.0,9.5,1.4,2.0,5.8,7.4,Hybrid,Medium
24,Female,Operations Manager,6.4,2,8.2,8.7,1.0,0.0,1.8,8.0,Remote,Medium
33,Female,Sales Executive,13.1,1,4.6,1.0,5.8,15.7,9.7,5.4,Onsite,High
57,Female,Finance Analyst,9.1,1,7.1,8.3,3.8,3.8,8.1,8.0,Onsite,Medium
53,Female,Finance Analyst,8.8,2,7.5,7.9,2.9,1.9,17.6,9.2,Onsite,Medium
52,Female,Finance Analyst,8.1,2,7.2,8.4,1.0,0.0,13.6,9.8,Onsite,Low
27,Male,Operations Manager,10.3,3,7.8,6.1,2.9,6.8,4.5,6.9,Onsite,High
51,Female,Data Analyst,9.1,3,7.6,9.6,2.5,3.7,9.6,10.0,Hybrid,Low
31,Female,Sales Executive,9.8,2,8.3,6.4,1.0,4.3,7.6,8.4,Onsite,Low
58,Male,Software Engineer,8.5,2,7.5,6.3,2.9,5.9,28.5,8.2,Remote,Medium
37,Female,HR Specialist,9.7,5,7.0,4.5,2.9,6.7,7.3,8.3,Remote,High
21,Other,Marketing Executive,8.9,3,6.7,9.0,3.1,3.4,0.0,7.7,Onsite,Medium
23,Female,Sales Executive,6.1,1,7.5,8.8,1.0,0.0,0.6,9.8,Remote,Low
52,Male,Finance Analyst,9.4,7,6.9,8.7,4.1,4.5,14.2,9.2,Remote,Medium
40,Female,Sales Executive,12.3,5,5.8,7.1,6.5,7.3,14.7,6.8,Onsite,High
41,Male,Sales Executive,7.2,3,6.9,10.0,1.0,0.0,6.2,10.0,Remote,Low
32,Male,Marketing Executive,7.5,6,8.2,10.0,1.5,0.0,7.5,10.0,Onsite,Low
37,Male,Software Engineer,8.6,1,6.7,9.2,1.0,1.4,3.6,10.0,Remote,Low
23,Male,Operations Manager,7.0,6,7.1,10.0,2.1,0.0,1.5,9.1,Remote,Medium
57,Female,Sales Executive,9.9,2,6.8,6.6,1.9,2.8,16.7,9.0,Remote,Medium
22,Female,Product Manager,9.4,4,7.2,9.2,1.1,1.4,0.7,8.9,Hybrid,Low
44,Male,Sales Executive,8.8,2,8.3,5.9,1.7,3.0,13.2,9.9,Hybrid,Medium
37,Female,Designer,9.3,1,8.0,8.2,1.0,2.2,13.4,9.5,Remote,Low
54,Female,Marketing Executive,9.3,7,7.6,8.9,1.9,2.4,21.4,9.6,Hybrid,Medium
38,Male,Finance Analyst,8.4,2,8.0,9.7,1.0,0.3,5.7,10.0,Remote,Low
32,Male,Marketing Executive,8.1,1,8.2,9.7,1.0,1.6,3.1,9.4,Onsite,Low
48,Male,Product Manager,12.2,5,6.4,5.5,6.1,10.4,24.0,7.3,Remote,High
41,Male,Software Engineer,8.6,5,7.4,7.6,1.8,1.9,7.8,10.0,Remote,Low
35,Male,Operations Manager,11.1,2,6.0,5.0,2.6,7.9,11.0,8.0,Hybrid,High
28,Other,Operations Manager,9.7,4,8.0,6.7,1.8,3.8,2.1,9.0,Onsite,Low
23,Male,Software Engineer,6.8,4,8.2,10.0,1.0,0.0,1.4,9.8,Remote,Low
46,Female,Customer Support,7.9,3,8.4,10.0,1.0,0.0,19.3,10.0,Onsite,Low
36,Female,Operations Manager,7.1,4,8.9,10.0,1.0,0.0,5.4,6.8,Onsite,Low
26,Male,Finance Analyst,6.0,7,7.2,10.0,1.0,0.0,4.4,10.0,Remote,Low
57,Female,Designer,7.2,2,8.2,8.2,1.0,0.0,29.0,9.2,Remote,Low
51,Female,Customer Support,5.1,1,8.2,9.8,1.0,0.0,21.1,10.0,Onsite,Low
42,Male,Software Engineer,10.4,2,7.3,7.5,1.5,5.2,15.0,10.0,Remote,Low
58,Female,Customer Support,6.2,2,7.9,10.0,1.0,0.0,17.4,9.3,Remote,Low
33,Male,Operations Manager,6.2,1,9.1,8.8,1.0,0.0,9.0,10.0,Hybrid,Low
52,Male,Marketing Executive,5.5,2,7.3,10.0,1.0,0.0,12.2,9.1,Remote,Low
35,Male,Designer,10.6,4,6.1,5.5,4.1,6.1,4.7,8.8,Remote,High
51,Male,Designer,7.1,4,8.6,9.8,1.0,0.0,23.5,8.3,Hybrid,Low
24,Female,Marketing Executive,7.5,3,8.5,9.5,1.0,0.0,2.0,10.0,Remote,Low
26,Female,Finance Analyst,8.6,3,7.2,9.6,2.3,2.3,3.7,7.7,Onsite,Medium
22,Female,Marketing Executive,11.3,3,6.6,6.3,5.7,10.8,0.4,9.3,Remote,High
50,Other,Software Engineer,6.2,1,6.8,10.0,1.0,0.0,15.1,10.0,Remote,Low
41,Male,Marketing Executive,7.5,2,8.1,10.0,1.0,0.1,5.7,10.0,Onsite,Low
33,Female,Marketing Executive,7.2,4,7.0,9.5,1.1,0.0,7.2,10.0,Onsite,Low
59,Male,Marketing Executive,10.8,3,5.3,6.3,4.3,7.3,25.9,7.5,Hybrid,High
56,Female,Customer Support,9.6,2,9.5,9.7,3.0,2.8,17.5,10.0,Remote,Low
36,Female,Operations Manager,5.6,2,8.2,7.8,1.0,0.0,6.0,9.6,Onsite,Low
53,Male,Operations Manager,10.9,3,8.5,6.7,2.5,3.8,24.0,10.0,Hybrid,Low
50,Female,Marketing Executive,10.2,4,8.0,8.6,4.8,1.8,12.5,10.0,Hybrid,Medium
41,Female,Software Engineer,8.4,4,6.9,7.1,1.6,2.4,10.0,8.7,Onsite,Medium
45,Male,Data Analyst,8.1,3,8.5,8.2,1.0,2.2,5.8,7.1,Remote,Medium
35,Female,Designer,9.7,3,7.9,9.5,4.2,4.7,3.0,6.9,Hybrid,High
45,Female,HR Specialist,11.7,3,7.4,5.2,2.2,6.0,15.5,6.7,Hybrid,High
43,Female,Marketing Executive,8.5,8,8.8,10.0,2.3,1.6,18.0,9.0,Hybrid,Low
54,Female,Operations Manager,7.9,2,7.6,10.0,1.0,1.6,23.6,10.0,Remote,Low
33,Female,Finance Analyst,7.6,3,7.5,8.7,1.0,0.0,5.4,9.8,Hybrid,Low
21,Female,Marketing Executive,9.8,2,6.7,7.0,4.1,7.0,0.0,8.0,Remote,High
22,Male,Software Engineer,7.0,6,7.4,7.4,2.9,0.0,0.7,7.8,Onsite,Low
37,Male,Customer Support,10.3,4,7.1,6.9,1.2,2.3,4.9,8.8,Hybrid,Medium
59,Female,Sales Executive,6.8,1,7.4,7.3,1.0,0.0,16.0,8.8,Remote,Low
47,Male,Designer,7.3,2,8.6,10.0,1.0,0.0,5.3,9.6,Onsite,Low
35,Male,Designer,8.1,5,8.4,9.9,1.2,0.0,8.5,10.0,Hybrid,Low
39,Female,Data Analyst,8.7,2,9.5,8.1,1.1,2.6,7.6,10.0,Onsite,Low
47,Male,Product Manager,8.3,3,5.6,9.8,1.0,2.4,8.5,8.9,Hybrid,Low
27,Male,HR Specialist,6.7,2,9.5,10.0,1.0,0.0,2.1,10.0,Onsite,Low
58,Male,HR Specialist,8.5,6,8.0,10.0,1.5,0.0,21.0,10.0,Remote,Medium
32,Male,HR Specialist,9.0,3,4.7,7.4,6.6,6.9,8.4,6.4,Hybrid,High
47,Male,Operations Manager,8.2,2,9.0,10.0,1.0,1.1,8.8,10.0,Remote,Low
22,Female,Marketing Executive,10.6,2,6.0,8.0,6.4,9.3,0.5,6.3,Hybrid,High
49,Female,Data Analyst,5.8,3,8.8,10.0,1.0,0.0,16.9,10.0,Onsite,Low
29,Male,Product Manager,12.2,1,3.7,1.2,8.4,14.5,5.9,5.1,Hybrid,High
40,Female,Operations Manager,5.1,1,9.5,10.0,1.0,0.0,10.3,9.6,Hybrid,Low
26,Male,Finance Analyst,7.8,4,7.0,10.0,1.0,0.6,2.4,9.2,Onsite,Low
24,Male,HR Specialist,7.6,1,8.1,10.0,1.0,0.0,1.5,10.0,Remote,Low
46,Female,Product Manager,7.2,2,7.9,9.2,2.1,0.0,17.1,10.0,Remote,Low
24,Female,Sales Executive,6.5,1,7.1,10.0,1.0,0.0,0.7,10.0,Remote,Low
40,Female,Designer,10.5,5,6.4,5.8,1.7,8.9,13.4,8.7,Remote,Medium
37,Male,Marketing Executive,5.8,7,8.6,10.0,2.8,0.0,8.0,9.0,Remote,Low
29,Female,Data Analyst,8.0,5,8.2,10.0,1.5,1.8,5.5,10.0,Remote,Low
51,Male,Product Manager,10.7,1,6.5,4.6,2.5,5.0,9.7,9.4,Hybrid,Medium
24,Male,HR Specialist,9.4,3,6.5,10.0,1.6,2.6,2.4,10.0,Hybrid,Low
32,Male,Data Analyst,6.8,1,7.2,8.7,1.4,0.0,2.6,9.5,Remote,Low
37,Female,Software Engineer,6.5,3,9.0,9.8,1.0,0.0,4.5,9.2,Onsite,Low
33,Male,Software Engineer,5.6,3,9.5,8.1,1.0,0.0,4.3,9.8,Onsite,Low
43,Male,Customer Support,9.0,2,7.8,7.2,1.9,5.3,11.3,9.5,Remote,Medium
26,Other,Finance Analyst,8.6,5,7.5,10.0,1.0,0.3,1.1,10.0,Onsite,Low
38,Male,Marketing Executive,9.3,2,4.7,8.0,2.7,6.1,10.7,8.5,Onsite,High
38,Male,Product Manager,10.8,1,5.1,3.3,5.5,10.9,7.6,4.8,Onsite,High
47,Female,Sales Executive,6.9,2,7.6,9.6,1.0,0.0,5.6,10.0,Remote,Low
55,Male,Customer Support,7.2,2,7.3,9.3,1.0,0.0,16.0,10.0,Remote,Low
58,Female,Customer Support,10.3,6,6.4,4.9,5.8,7.5,18.5,5.7,Hybrid,High
38,Female,Software Engineer,7.9,1,7.7,10.0,1.0,0.0,5.9,10.0,Onsite,Low
28,Female,Designer,9.7,4,6.4,8.5,3.1,1.6,6.0,9.5,Hybrid,Medium
50,Other,Customer Support,5.5,3,8.7,9.6,1.0,0.0,6.2,10.0,Remote,Low
53,Male,HR Specialist,14.0,4,4.6,1.5,7.0,13.5,19.8,6.9,Hybrid,High
54,Male,Sales Executive,9.3,2,7.1,9.7,1.5,3.3,25.6,10.0,Remote,Low
22,Male,Operations Manager,5.5,4,7.7,10.0,2.1,0.0,0.7,10.0,Remote,Low
52,Other,Finance Analyst,10.5,5,5.3,5.3,7.0,10.9,13.4,7.5,Hybrid,High
53,Female,Finance Analyst,7.6,1,8.1,10.0,1.0,0.0,27.6,10.0,Hybrid,Low
45,Male,Software Engineer,10.1,1,8.1,8.1,1.0,2.5,20.3,9.2,Onsite,Low
53,Male,Operations Manager,8.0,1,6.4,10.0,1.0,0.0,27.5,10.0,Hybrid,Low
44,Male,Finance Analyst,8.3,1,7.5,10.0,1.0,0.8,7.3,10.0,Hybrid,Low
32,Male,Designer,6.9,3,6.8,10.0,1.0,0.0,5.5,9.4,Remote,Low
39,Female,Product Manager,10.9,4,4.7,3.1,6.3,10.9,11.6,6.7,Remote,High
54,Male,Marketing Executive,10.9,6,8.3,7.2,1.6,3.3,18.8,8.5,Remote,Medium
27,Female,Software Engineer,8.6,4,6.4,10.0,1.0,0.6,4.2,9.5,Onsite,Low
50,Female,Customer Support,9.9,2,6.6,6.9,5.0,6.0,21.3,6.5,Onsite,High
58,Male,HR Specialist,7.2,7,8.6,10.0,2.2,0.0,10.2,9.9,Hybrid,Low
36,Female,Marketing Executive,8.3,1,8.2,10.0,1.4,0.6,11.9,8.4,Remote,Medium
36,Female,Software Engineer,14.0,3,3.0,1.0,8.5,21.5,7.3,1.1,Onsite,High
24,Female,Sales Executive,9.9,7,7.2,8.4,4.0,1.6,1.2,10.0,Remote,Low
25,Female,Sales Executive,4.5,2,6.1,10.0,1.0,0.0,1.2,10.0,Remote,Low
27,Male,Data Analyst,6.0,5,6.3,9.2,1.0,0.0,3.6,10.0,Onsite,Low
33,Female,Designer,11.9,3,5.4,4.9,6.3,12.5,10.7,7.8,Onsite,High
44,Female,Sales Executive,7.3,3,8.3,9.3,1.0,0.1,18.0,9.9,Onsite,Low
59,Female,HR Specialist,7.5,2,8.2,10.0,1.0,0.0,11.9,9.9,Remote,Low
46,Female,Designer,6.2,5,8.6,9.6,1.2,0.0,17.0,10.0,Hybrid,Low
40,Male,Sales Executive,7.7,1,8.2,9.9,1.7,0.0,11.2,9.5,Hybrid,Medium
51,Female,Marketing Executive,10.2,1,6.6,6.6,1.5,5.1,9.4,8.9,Remote,Medium
48,Female,Finance Analyst,9.0,3,6.3,6.6,2.1,4.3,18.4,7.0,Hybrid,Medium
58,Male,Data Analyst,9.0,3,8.6,6.7,4.1,2.0,31.1,9.7,Onsite,Medium
54,Male,HR Specialist,6.6,2,9.0,10.0,1.0,0.0,12.2,9.4,Remote,Low
47,Male,Operations Manager,11.6,2,3.7,5.4,6.6,13.8,15.8,,Onsite,High
39,Female,Data Analyst,5.6,4,8.6,10.0,1.0,0.0,11.8,10.0,Onsite,Low
56,Male,Marketing Executive,8.2,2,8.2,10.0,1.0,0.0,18.3,10.0,Remote,Low
50,Female,Sales Executive,7.4,2,7.0,8.5,1.0,1.6,7.2,9.9,Hybrid,Low
56,Female,HR Specialist,6.7,3,9.5,9.9,1.0,0.0,21.2,10.0,Remote,Low
44,Other,Operations Manager,7.0,1,6.6,8.9,1.0,0.0,20.6,8.6,Onsite,Low
27,Female,Customer Support,6.2,2,7.6,8.7,1.0,0.0,4.9,10.0,Onsite,Low
43,Male,Finance Analyst,6.2,3,9.5,10.0,1.0,0.0,13.1,9.9,Remote,Low
32,Male,Marketing Executive,9.9,1,9.2,7.9,1.0,0.4,3.3,10.0,Remote,Low
22,Female,Operations Manager,6.1,4,7.3,10.0,1.3,0.0,0.5,10.0,Remote,High
49,Male,Software Engineer,9.9,2,7.6,9.1,1.4,4.6,9.4,9.8,Onsite,Medium
56,Male,Operations Manager,6.8,3,7.8,10.0,1.1,0.0,27.0,8.2,Hybrid,Low
51,Other,Software Engineer,11.2,4,4.6,4.7,5.3,12.6,8.5,6.8,Onsite,High
52,Male,HR Specialist,10.0,3,6.0,7.8,2.4,4.8,14.7,8.9,Onsite,Medium
22,Male,Operations Manager,9.2,2,7.4,8.7,1.1,2.3,0.7,9.3,Onsite,Low
27,Female,Software Engineer,7.1,3,6.6,8.6,2.6,0.0,3.3,9.3,Hybrid,Low
54,Male,Finance Analyst,8.1,2,9.1,8.6,1.0,0.0,12.8,8.6,Onsite,Medium
26,Female,Data Analyst,8.4,3,6.3,8.7,2.1,3.1,1.5,10.0,Onsite,Low
34,Other,Marketing Executive,10.9,1,6.0,3.8,2.0,8.5,9.0,7.8,Remote,High
54,Male,Designer,8.2,1,7.7,10.0,1.0,0.0,8.0,7.8,Onsite,Low
27,Male,Designer,8.8,1,6.5,10.0,1.0,1.5,3.2,9.7,Onsite,Low
49,Male,Sales Executive,7.9,6,8.7,9.1,1.7,0.0,8.3,10.0,Onsite,Low
33,Male,Sales Executive,11.9,5,4.4,3.6,4.0,9.7,10.5,6.3,Onsite,High
55,Female,Sales Executive,7.4,1,7.1,8.6,1.8,0.0,23.5,9.6,Remote,Low
31,Male,Customer Support,7.9,3,8.7,10.0,2.6,0.0,3.6,8.7,Onsite,Low
28,Male,Product Manager,10.8,4,6.4,6.1,4.7,9.3,5.6,9.4,Onsite,High
58,Male,HR Specialist,10.5,5,6.0,7.9,5.2,4.4,28.8,8.9,Remote,Medium
42,Female,Designer,5.2,3,7.8,8.8,2.2,0.0,17.5,10.0,Onsite,Low
49,Male,Customer Support,6.0,3,7.5,9.6,1.0,0.0,19.4,10.0,Onsite,Low
58,Female,Designer,10.3,3,5.8,6.9,2.6,6.4,31.1,8.2,Remote,Medium
33,Female,Marketing Executive,7.9,1,6.2,10.0,1.0,2.2,2.5,10.0,Remote,Low
37,Female,Customer Support,9.6,7,7.8,7.4,3.5,3.9,13.4,8.4,Onsite,Medium
39,Male,Software Engineer,6.6,3,8.2,9.7,1.0,0.0,5.6,10.0,Remote,Low
36,Female,Software Engineer,9.1,3,5.9,8.6,1.0,4.2,4.7,10.0,Onsite,Low
23,Female,Product Manager,8.8,3,7.1,9.7,1.1,2.1,1.8,9.5,Remote,Low
39,Female,Marketing Executive,8.1,1,9.5,10.0,1.0,0.0,6.7,9.5,Onsite,Low
44,Female,Customer Support,6.5,3,7.4,9.0,1.0,0.0,16.3,10.0,Onsite,Low
25,Female,Product Manager,7.7,4,8.6,9.0,1.1,0.0,1.2,8.5,Onsite,Low
30,Male,Marketing Executive,10.4,3,6.6,4.9,3.5,7.0,2.3,7.0,Onsite,High
54,Male,Designer,7.8,3,8.4,9.7,1.0,0.0,19.0,10.0,Remote,Low
21,Female,Sales Executive,8.4,3,8.1,8.0,1.0,3.1,0.0,9.1,Hybrid,Low
31,Female,Marketing Executive,7.5,1,7.3,9.4,1.0,0.0,5.6,8.6,Onsite,Low
42,Female,Customer Support,10.8,1,6.8,10.0,1.9,4.8,9.1,10.0,Onsite,Low
59,Male,Marketing Executive,10.9,5,7.4,6.8,4.2,4.8,9.8,7.9,Remote,Medium
56,Male,Sales Executive,9.2,2,5.8,6.6,3.9,5.9,11.2,7.7,Onsite,High
42,Female,Operations Manager,8.1,8,9.1,9.3,3.6,1.6,17.9,10.0,Onsite,Medium
29,Female,Marketing Executive,8.7,1,5.9,6.7,1.2,4.7,4.3,9.2,Remote,Medium
38,Female,Operations Manager,9.1,6,8.0,10.0,1.1,0.0,14.9,10.0,Onsite,Low
59,Male,Software Engineer,6.7,4,7.9,10.0,1.7,0.0,9.1,10.0,Hybrid,Low
44,Male,Marketing Executive,7.3,1,7.5,9.7,1.0,0.0,15.9,9.4,Onsite,Low
35,Female,Marketing Executive,8.0,5,8.0,10.0,3.5,0.0,5.0,9.3,Onsite,Low
32,Male,Customer Support,8.7,1,8.7,8.2,1.0,1.3,6.5,10.0,Hybrid,Low
37,Female,Designer,7.1,3,6.5,10.0,1.0,0.0,3.6,8.9,Hybrid,Low
49,Male,Product Manager,8.6,5,7.1,10.0,1.0,2.2,19.4,9.2,Hybrid,Low
50,Female,Marketing Executive,8.9,1,6.8,9.4,1.0,1.7,19.2,10.0,Onsite,Low
39,Male,Marketing Executive,10.8,3,4.7,5.1,3.1,9.8,8.2,8.6,Hybrid,High
43,Male,Marketing Executive,10.3,1,6.1,8.0,1.9,4.8,5.2,9.7,Remote,Medium
32,Male,Finance Analyst,8.3,2,8.5,9.2,2.8,0.0,5.7,9.6,Hybrid,Low
46,Female,Software Engineer,9.4,1,7.3,6.7,1.0,1.6,6.0,9.4,Onsite,Medium
38,Female,Operations Manager,4.6,1,9.3,9.3,1.0,0.0,7.6,8.1,Onsite,Low
49,Male,Finance Analyst,6.6,1,8.2,8.6,1.0,0.0,21.3,10.0,Remote,Low
33,Male,Software Engineer,8.5,1,7.7,7.5,1.7,2.9,5.8,8.0,Onsite,Low
48,Male,Software Engineer,7.5,5,8.6,10.0,1.0,0.0,22.3,10.0,Hybrid,Low
57,Male,Product Manager,8.3,4,8.8,7.1,1.0,1.2,30.2,9.2,Hybrid,Medium
54,Male,HR Specialist,5.4,4,7.5,8.2,1.0,0.0,17.6,10.0,Hybrid,Low
57,Male,Marketing Executive,7.3,2,9.5,10.0,1.0,0.0,12.7,10.0,Remote,Low
57,Female,Designer,8.9,5,7.3,8.6,1.0,1.3,12.2,10.0,Hybrid,Low
44,Male,Product Manager,9.8,6,6.3,6.7,1.2,3.9,5.1,7.8,Remote,Medium
37,Male,Data Analyst,9.1,3,,7.9,1.0,2.9,9.7,8.8,Hybrid,Low
32,Female,Product Manager,11.7,3,6.6,5.8,3.4,8.2,5.1,6.4,Hybrid,Medium
23,Male,Product Manager,7.3,3,6.9,8.7,3.0,0.0,1.8,9.0,Onsite,Medium
28,Male,Designer,8.8,2,9.2,9.7,1.0,0.1,6.0,10.0,Onsite,Low
57,Male,Marketing Executive,6.9,8,7.3,9.2,3.2,0.0,29.5,8.6,Remote,Low
51,Female,Marketing Executive,9.8,2,7.9,5.4,2.8,6.3,12.8,7.5,Onsite,Medium
37,Male,Data Analyst,8.0,2,9.2,10.0,1.1,0.0,6.5,10.0,Hybrid,Low
31,Female,Data Analyst,7.7,1,8.5,9.9,1.0,0.0,2.2,10.0,Onsite,Low
38,Male,Designer,5.9,3,9.0,10.0,1.0,0.0,14.0,10.0,Hybrid,Low
50,Male,Sales Executive,5.5,5,8.1,10.0,1.1,0.0,13.8,10.0,Remote,Low
35,Female,HR Specialist,10.4,5,8.6,8.0,3.6,5.0,5.9,9.0,Remote,Low
50,Female,Operations Manager,5.9,2,8.5,7.6,1.0,0.0,8.8,9.4,Hybrid,Medium
38,Male,Marketing Executive,8.4,2,8.6,9.0,1.0,0.0,11.5,9.7,Onsite,Low
28,Male,Customer Support,7.4,1,8.6,9.2,1.9,0.0,2.2,9.0,Hybrid,Low
28,Male,Data Analyst,7.4,3,8.9,9.6,1.0,0.0,6.0,10.0,Hybrid,Low
24,Male,Marketing Executive,11.4,2,6.1,5.7,4.7,10.3,1.7,8.0,Onsite,High
43,Female,Operations Manager,8.0,2,7.9,7.6,1.0,1.4,13.8,8.6,Remote,Low
49,Male,Data Analyst,10.1,3,5.0,9.6,3.5,3.6,15.5,10.0,Onsite,Medium
54,Male,Sales Executive,11.0,2,6.2,9.8,1.0,3.0,24.9,9.0,Remote,Low
37,Female,Sales Executive,12.2,3,6.4,2.3,4.1,10.1,6.3,6.3,Onsite,High
26,Female,Data Analyst,8.0,4,7.5,10.0,1.0,0.4,2.2,10.0,Hybrid,Low
24,Male,Operations Manager,5.1,3,8.0,7.7,1.0,0.0,2.0,9.9,Onsite,Medium
48,Female,Product Manager,6.4,3,7.6,8.4,2.1,0.0,19.6,9.0,Onsite,Low
54,Female,Sales Executive,9.7,3,7.4,9.0,1.0,3.2,21.8,9.2,Remote,Medium
41,Male,Sales Executive,7.8,3,9.3,7.9,1.0,0.9,11.4,9.1,Onsite,Low
27,Male,Sales Executive,7.9,2,7.6,10.0,1.0,0.0,2.3,10.0,Remote,Low
49,Male,Finance Analyst,7.8,4,9.5,10.0,1.0,1.8,22.9,9.9,Remote,Low
55,Female,Marketing Executive,6.2,1,8.1,10.0,1.0,0.0,13.2,10.0,Remote,Low
53,Male,Designer,7.7,1,8.7,8.8,1.0,0.1,10.8,8.7,Onsite,Low
58,Female,Product Manager,5.5,4,8.4,10.0,1.0,0.0,22.4,10.0,Onsite,Low
54,Female,Designer,8.1,2,8.6,10.0,1.0,0.0,23.3,10.0,Onsite,Low
35,Female,HR Specialist,8.0,4,7.9,10.0,2.6,0.3,7.7,10.0,Hybrid,Low
35,Female,HR Specialist,9.8,4,8.2,8.1,1.0,1.1,7.8,9.6,Hybrid,Low
44,Male,Marketing Executive,10.4,1,7.3,7.3,3.8,6.8,12.8,8.2,Onsite,Medium
32,Female,Software Engineer,9.3,4,6.8,7.5,2.3,2.8,5.8,5.4,Onsite,Medium
35,Female,Data Analyst,12.3,5,3.0,2.7,9.9,16.1,11.9,3.8,Hybrid,High
59,Female,Sales Executive,7.0,2,8.1,8.5,2.0,0.0,14.1,8.9,Hybrid,Medium
35,Female,Operations Manager,10.5,3,7.2,6.8,2.9,4.7,5.7,9.7,Remote,Medium
38,Female,Sales Executive,7.0,1,8.0,10.0,1.0,0.0,13.3,10.0,Remote,Low
32,Female,Software Engineer,4.0,4,7.5,10.0,1.0,0.0,9.0,8.3,Remote,Medium
35,Male,Operations Manager,11.0,6,6.8,5.4,6.1,8.5,3.9,8.5,Hybrid,High
